Location,State,Lat,Long
EAST EARL,PA,40.14,-76.02
CEDAR LANE,PA,40.14,-76.02
WEAVERLAND,PA,40.14,-76.02
EAST GREENVILLE,PA,40.4,-75.5
E GREENVILLE,PA,40.4,-75.5
EASTON,PA,40.68,-75.22
FORKS TOWNSHIP,PA,40.68,-75.22
FORKS TWP,PA,40.68,-75.22
STOCKERTOWN TOWNSHIP,PA,40.68,-75.22
STOCKRTWN TWP,PA,40.68,-75.22
COLLEGE HILL,PA,40.68,-75.22
GLENDON,PA,40.68,-75.22
WEST EASTON,PA,40.68,-75.22
WILLIAMS TOWNSHIP,PA,40.68,-75.22
WILLIAMS TWP,PA,40.68,-75.22
PALMER,PA,40.68,-75.22
PALMER TOWNSHIP,PA,40.68,-75.22
PALMER TWP,PA,40.68,-75.22
TATAMY BORO,PA,40.68,-75.22
TATAMY BOROUGH,PA,40.68,-75.22
EAST PETERSBURG,PA,40.1,-76.35
E PETERSBURG,PA,40.1,-76.35
EAST PROSPECT,PA,39.97,-76.52
EAST SMITHFIELD,PA,41.86,-76.62
E SMITHFIELD,PA,41.86,-76.62
EAST STROUDSBURG,PA,41,-75.17
E STROUDSBURG,PA,41,-75.17
E STRODSBURG,PA,41.02,-75.18
E STROUDSBG,PA,41.02,-75.18
EAST TEXAS,PA,40.6,-75.54
EAST WATERFORD,PA,40.36,-77.67
E WATERFORD,PA,40.36,-77.67
EWATERFRD,PA,40.36,-77.67
EWTRFORD,PA,40.36,-77.67
PERULACK,PA,40.36,-77.67
SCYOC,PA,40.36,-77.67
SPEARS GROVE,PA,40.36,-77.67
WATERLOO,PA,40.36,-77.67
EBERVALE,PA,40.98,-75.94
EFFORT,PA,40.96,-75.45
ELIZABETHTOWN,PA,40.15,-76.59
ABERDEEN,PA,40.15,-76.59
BELLAIRE,PA,40.15,-76.59
DEODATE,PA,40.15,-76.59
ELIZABTHTWN,PA,40.15,-76.59
ETOWN,PA,40.15,-76.59
WEST DONEGAL,PA,40.15,-76.59
ELIZABETHVILLE,PA,40.54,-76.81
ELIZABETHVLE,PA,40.54,-76.81
EVILLE,PA,40.54,-76.81
ELKLAND,PA,41.98,-77.31
ELLIOTTSBURG,PA,40.36,-77.26
GREEN PARK,PA,40.36,-77.26
ERLY,PA,40.36,-77.26
GREENPARK,PA,40.36,-77.26
LITTLE GERMAN,PA,40.36,-77.26
MANSVILLE,PA,40.36,-77.26
ELM,PA,40.16,-76.42
ELMHURST,PA,41.37,-75.54
ELVERSON,PA,40.15,-75.83
BULLTOWN,PA,40.15,-75.83
JOANNA,PA,40.15,-75.83
LOAG,PA,40.15,-75.83
MARSH,PA,40.15,-75.83
PINE SWAMP,PA,40.15,-75.83
ELYSBURG,PA,40.86,-76.54
BEAR GAP,PA,40.86,-76.54
FISHERDALE,PA,40.86,-76.54
HAPPY VALLEY,PA,40.86,-76.54
KNOEBELS GRV,PA,40.86,-76.54
REEDERS GROVE,PA,40.86,-76.54
EMIGSVILLE,PA,40,-76.73
EMMAUS,PA,40.53,-75.49
RODALE PRESS,PA,40.53,-75.49
ENOLA,PA,40.28,-76.93
E PENNSBORO,PA,40.28,-76.93
EAST PENNSBORO,PA,40.28,-76.93
SOUTH ENOLA,PA,40.28,-76.93
W FAIRVIEW,PA,40.28,-76.93
WEST ENOLA,PA,40.28,-76.93
WEST FAIRVIEW,PA,40.28,-76.93
EPHRATA,PA,40.18,-76.18
CLAY,PA,40.18,-76.18
DURLACH,PA,40.18,-76.18
FARMERSVILLE,PA,40.18,-76.18
HAHNSTOWN,PA,40.18,-76.18
HINKLETOWN,PA,40.18,-76.18
MURRELL,PA,40.18,-76.18
NAPIERVILLE,PA,40.18,-76.18
VOGANVILLE,PA,40.18,-76.18
WEIDMANVILLE,PA,40.18,-76.18
MARTINDALE,PA,40.17,-76.17
EQUINUNK,PA,41.85,-75.22
ETTERS,PA,40.15,-76.79
GOLDSBORO,PA,40.15,-76.79
NEWBERRYTOWN,PA,40.15,-76.79
YOCUMTOWN,PA,40.15,-76.79
FACTORYVILLE,PA,41.56,-75.78
FAIRFIELD,PA,39.78,-77.36
GREENSTONE,PA,39.78,-77.36
CARROLL VALLEY,PA,39.78,-77.36
CHARNITA,PA,39.78,-77.36
FALLS,PA,41.46,-75.84
FANNETTSBURG,PA,40.05,-77.83
BOGGSTOWN,PA,40.05,-77.83
FAWN GROVE,PA,39.72,-76.45
FAWN,PA,39.72,-76.45
FAYETTEVILLE,PA,39.91,-77.56
FELTON,PA,39.85,-76.56
BROGUEVILLE,PA,39.85,-76.56
CROSS ROADS,PA,39.85,-76.56
LUCKY,PA,39.85,-76.56
FLEETVILLE,PA,41.59,-75.71
FLEETWOOD,PA,40.45,-75.82
EVANSVILLE,PA,40.45,-75.82
RUSCMBMNR TWP,PA,40.45,-75.82
RUSCOMBMANOR TWP,PA,40.45,-75.82
BOYERS JUNCTION,PA,40.45,-75.82
BREEZY CORNER,PA,40.45,-75.82
MOLLTOWN,PA,40.45,-75.82
MOSELEM SPRINGS,PA,40.45,-75.82
NEW JERUSALEM,PA,40.45,-75.82
PRICETOWN,PA,40.45,-75.82
ROCKLAND,PA,40.45,-75.82
WALNUTTOWN,PA,40.45,-75.82
FOGELSVILLE,PA,40.59,-75.66
FOREST CITY,PA,41.65,-75.46
BROWNDALE,PA,41.65,-75.46
RICHMONDALE,PA,41.65,-75.46
VANDLING,PA,41.65,-75.46
HERRICK CENTER,PA,41.74,-75.48
HERRICK CTR,PA,41.74,-75.48
PLEASANT MOUNT,PA,41.73,-75.43
PLEASANT MT,PA,41.73,-75.43
FORKSVILLE,PA,41.49,-76.6
FORT LOUDON,PA,39.94,-77.87
BRICKER DEV,PA,39.94,-77.87
COWANS GAP,PA,39.94,-77.87
COWANS VLG,PA,39.94,-77.87
FT LOUDON,PA,39.94,-77.87
METAL,PA,39.94,-77.87
RICHMOND FURN,PA,39.94,-77.87
TUSCARORA HTS,PA,39.94,-77.87
FRACKVILLE,PA,40.78,-76.23
ALTAMONT,PA,40.78,-76.23
CRESMONT,PA,40.78,-76.23
ENGLEWOOD,PA,40.78,-76.23
STATE CORRECTIONAL INST,PA,40.78,-76.23
GILBERTON,PA,40.79,-76.22
MAIZEVILLE,PA,40.79,-76.22
FRANKLINTOWN,PA,40.07,-77.02
FREDERICKSBURG,PA,40.45,-76.42
FREDERICKSBRG,PA,40.45,-76.42
FREEBURG,PA,40.76,-76.94
FREELAND,PA,41.01,-75.89
FRIEDENSBURG,PA,40.58,-76.23
FRIENDSVILLE,PA,41.91,-76.04
GAINES,PA,41.78,-77.54
ELK,PA,41.78,-77.54
MANHATTAN,PA,41.78,-77.54
MARSHLANDS,PA,41.78,-77.54
REXFORD,PA,41.78,-77.54
WATROUS,PA,41.78,-77.54
GALETON,PA,41.73,-77.64
ABBOTT,PA,41.73,-77.64
CARTER CAMP,PA,41.73,-77.64
WEST BRANCH,PA,41.73,-77.64
WEST PIKE,PA,41.73,-77.64
GAP,PA,39.98,-76.02
WHITE HORSE,PA,39.98,-76.02
GARDNERS,PA,40.04,-77.18
GOODYEAR,PA,40.04,-77.18
HUNTERS RUN,PA,40.04,-77.18
MOUNT TABOR,PA,40.04,-77.18
PINE GROVE FURNACE,PA,40.04,-77.18
STARNERS STATION,PA,40.04,-77.18
TOLAND,PA,40.04,-77.18
URIAH,PA,40.04,-77.18
GEIGERTOWN,PA,40.23,-75.83
GENESEE,PA,41.98,-77.9
NORTH BINGHAM,PA,41.98,-77.9
ELEVEN MILE,PA,41.98,-77.9
ELLISBURG,PA,41.98,-77.9
GOLD,PA,41.98,-77.9
HICKOX,PA,41.98,-77.9
KEECH,PA,41.98,-77.9
KINNEY,PA,41.98,-77.9
RAYMOND,PA,41.98,-77.9
WEST BINGHAM,PA,41.98,-77.9
GERMANSVILLE,PA,40.72,-75.71
GETTYSBURG,PA,39.83,-77.23
BONNEAUVILLE,PA,39.83,-77.23
FAIRPLAY,PA,39.83,-77.23
HEIDLERSBURG,PA,39.83,-77.23
HUNTERSTOWN,PA,39.83,-77.23
GIBSON,PA,41.8,-75.64
GILBERT,PA,40.9,-75.43
GILBERTSVILLE,PA,40.32,-75.6
DOUGLASS,PA,40.32,-75.6
FAGLEYSVILLE,PA,40.32,-75.6
LAYFIELD,PA,40.32,-75.6
NEW HANOVER TWP,PA,40.32,-75.6
GILLETT,PA,41.95,-76.79
BENTLEY CREEK,PA,41.95,-76.79
BERRYTOWN,PA,41.95,-76.79
FASSETT,PA,41.95,-76.79
MOSHERVILLE,PA,41.95,-76.79
SOUTH CREEK,PA,41.95,-76.79
WELLS,PA,41.95,-76.79
GIRARDVILLE,PA,40.79,-76.28
CONNERTON,PA,40.79,-76.28
PRESTON HILL,PA,40.79,-76.28
GLEN LYON,PA,41.17,-76.07
GLEN ROCK,PA,39.79,-76.73
HAMETOWN,PA,39.79,-76.73
LARUE,PA,39.79,-76.73
GLENVILLE,PA,39.76,-76.85
BRODBECKS,PA,39.76,-76.85
STICKS,PA,39.76,-76.85
GOODVILLE,PA,39.89,-76.32
GORDON,PA,40.75,-76.34
GORDONVILLE,PA,40.04,-76.1
GOULDSBORO,PA,41.24,-75.45
CLIFTON,PA,41.24,-75.45
CLIFTON TOWNSHIP,PA,41.24,-75.45
CLIFTON TWP,PA,41.24,-75.45
COVINGTON TOWNSHIP,PA,41.24,-75.45
COVINGTON TWP,PA,41.24,-75.45
THORNHURST,PA,41.24,-75.45
MOSCOW,PA,41.24,-75.45
GRANTHAM,PA,40.23,-77.02
MESSIAH COLL,PA,40.23,-77.02
MESSIAH COLLEGE,PA,40.23,-77.02
GRANTVILLE,PA,40.39,-76.68
SHELLSVILLE,PA,40.39,-76.68
GRANVILLE,PA,40.54,-77.6
ANDERSON,PA,40.54,-77.6
GRANVILLE SUMMIT,PA,41.71,-76.77
GRANVILLE SMT,PA,41.71,-76.77
COWLEY,PA,41.71,-76.77
GRANVILLE CTR,PA,41.71,-76.77
WINDFALL,PA,41.71,-76.77
GRATZ,PA,40.6,-76.71
GREAT BEND,PA,41.97,-75.74
GREELEY,PA,41.42,-74.99
GREENCASTLE,PA,39.79,-77.72
BINO,PA,39.79,-77.72
COSYTOWN,PA,39.79,-77.72
MASON DIXON,PA,39.79,-77.72
MILNOR,PA,39.79,-77.72
UPTON,PA,39.79,-77.72
WAYNECASTLE,PA,39.79,-77.72
WELSH RUN,PA,39.79,-77.72
WORLEYTOWN,PA,39.79,-77.72
GREEN LANE,PA,40.33,-75.47
GREENTOWN,PA,41.32,-75.3
GROVER,PA,41.61,-76.86
HALIFAX,PA,40.46,-76.93
CARSONVILLE,PA,40.46,-76.93
ENDERS,PA,40.46,-76.93
ENTERLINE,PA,40.46,-76.93
FISHERVILLE,PA,40.46,-76.93
INGLENOOK,PA,40.46,-76.93
MCCLELLAN,PA,40.46,-76.93
POWELLS VLY,PA,40.46,-76.93
REED,PA,40.46,-76.93
WAYNESVILLE,PA,40.46,-76.93
HALLSTEAD,PA,41.96,-75.74
HAMBURG,PA,40.55,-75.98
BERNE,PA,40.55,-75.98
EDENBURG,PA,40.55,-75.98
JALAPPA,PA,40.55,-75.98
MOSELEM,PA,40.55,-75.98
PERRY,PA,40.55,-75.98
TILDEN,PA,40.55,-75.98
WEST HAMBURG,PA,40.55,-75.98
WINDSOR CASTLE,PA,40.55,-75.98
HAMLIN,PA,41.4,-75.39
HANOVER,PA,39.81,-76.98
BARESVILLE,PA,39.81,-76.98
BOWMAN ADDITION,PA,39.81,-76.98
BRUSHTOWN,PA,39.81,-76.98
EDGEGROVE,PA,39.81,-76.98
FAIRVIEW DRIVE,PA,39.81,-76.98
GITTS RUN,PA,39.81,-76.98
GNATSTOWN,PA,39.81,-76.98
GRANGEVILLE,PA,39.81,-76.98
GREEN SPRINGS,PA,39.81,-76.98
HERSHEY HEIGHTS,PA,39.81,-76.98
HOBART,PA,39.81,-76.98
JACOBS MILLS,PA,39.81,-76.98
MOULSTOWN,PA,39.81,-76.98
PARK HEIGHTS,PA,39.81,-76.98
PARK HILLS,PA,39.81,-76.98
PARKVILLE,PA,39.81,-76.98
PENNVILLE,PA,39.81,-76.98
PLEASANT HILL,PA,39.81,-76.98
SHORBES HILL,PA,39.81,-76.98
YORK ROAD,PA,39.81,-76.98
DIRECT BRANDS,PA,39.81,-76.98
HANOVER DIRECT,PA,39.81,-76.98
HARFORD,PA,41.78,-75.7
HARLEIGH,PA,40.98,-75.97
HARRISBURG,PA,40.27,-76.88
HBG,PA,40.27,-76.88
WEST END,PA,40.27,-76.88
PENBROOK,PA,40.27,-76.88
USPS OFFICIAL,PA,40.27,-76.88
LOWER PAXTON,PA,40.27,-76.88
PAXTANG,PA,40.27,-76.88
SWATARA,PA,40.27,-76.88
LINGLESTOWN,PA,40.27,-76.88
PAXTONIA,PA,40.27,-76.88
WEST HANOVER,PA,40.27,-76.88
BRESSLER,PA,40.27,-76.88
OBERLIN,PA,40.27,-76.88
STEELTON,PA,40.27,-76.88
STATE OF PENNSYLVANIA,PA,40.27,-76.88
STATE EMPLOYMENT SECURITY,PA,40.27,-76.88
BUREAU OF MOTOR VEHICLES,PA,40.27,-76.88
TRAFFIC SAFETY,PA,40.27,-76.88
STATE LIQUOR CONTROL,PA,40.27,-76.88
STATE GENERAL SERVICES,PA,40.27,-76.88
STATE DEPT OF EDUCATION,PA,40.27,-76.88
DEPARTMENT OF REVENUE,PA,40.27,-76.88
PHEAA,PA,40.27,-76.88
PA BLUE SHIELD,PA,40.27,-76.88
BLUE CROSS,PA,40.27,-76.88
CAPITAL BLUE CROSS,PA,40.27,-76.88
HARTLETON,PA,40.89,-77.15
HARVEYS LAKE,PA,41.37,-76.02
HAWLEY,PA,41.47,-75.18
BLOOMING GROVE,PA,41.47,-75.18
BLOOMING GRV,PA,41.47,-75.18
LORDS VALLEY,PA,41.47,-75.18
LAKEVILLE,PA,41.43,-75.27
HAZLETON,PA,40.95,-75.97
HAZLE TOWNSHIP,PA,40.95,-75.97
HAZLE TOWNSHP,PA,40.95,-75.97
PARDEESVILLE,PA,40.96,-76
W HAZLETON,PA,40.96,-76
WEST HAZLETON,PA,40.96,-76
HEGINS,PA,40.66,-76.48
BARRY,PA,40.66,-76.48
FOUNTAIN,PA,40.66,-76.48
WEISHAMPLE,PA,40.66,-76.48
HELLERTOWN,PA,40.58,-75.33
HENRYVILLE,PA,41.09,-75.26
HEREFORD,PA,40.44,-75.58
HERNDON,PA,40.71,-76.85
CAMP GROVE,PA,40.71,-76.85
HEBE,PA,40.71,-76.85
MANDATA,PA,40.71,-76.85
URBAN,PA,40.71,-76.85
HERSHEY,PA,40.28,-76.64
BACHMANVILLE,PA,40.28,-76.64
DERRY CHURCH,PA,40.28,-76.64
PALMDALE,PA,40.28,-76.64
S LONDONDERRY,PA,40.28,-76.64
SANDBEACH,PA,40.28,-76.64
SWATARA STA,PA,40.28,-76.64
UNION DEPOSIT,PA,40.28,-76.64
HIGHSPIRE,PA,40.2,-76.78
HIGH SPIRE,PA,40.2,-76.78
HILLSGROVE,PA,41.43,-76.71
HOLTWOOD,PA,39.82,-76.33
BETHESDA,PA,39.82,-76.33
RAWLINSVILLE,PA,39.82,-76.33
HONESDALE,PA,41.57,-75.25
BETHANY,PA,41.57,-75.25
HONEY GROVE,PA,40.42,-77.55
MCCULLOCHS ML,PA,40.42,-77.55
REEDS GAP,PA,40.42,-77.55
HOP BOTTOM,PA,41.7,-75.76
HOPELAND,PA,40.2,-76.2
HUGHESVILLE,PA,41.23,-76.72
BRYAN MILLS,PA,41.23,-76.72
GLEN MAWR,PA,41.23,-76.72
TIVOLI,PA,41.23,-76.72
HUMMELSTOWN,PA,40.26,-76.71
BROWNSTONE,PA,40.26,-76.71
HOERNERSTOWN,PA,40.26,-76.71
SOUTH HANOVER,PA,40.26,-76.71
STOVERDALE,PA,40.26,-76.71
WALTONVILLE,PA,40.26,-76.71
HUMMELS WHARF,PA,40.83,-76.83
HUNLOCK CREEK,PA,41.2,-76.06
HUNLOCK TOWNSHIP,PA,41.2,-76.06
HUNLOCK TWP,PA,41.2,-76.06
HUNTINGTON MILLS,PA,41.19,-76.23
HUNTINGTON ML,PA,41.19,-76.23
HARRISONVILLE,PA,39.97,-78.08
GRACEY,PA,39.97,-78.08
HUSTONTOWN,PA,39.97,-78.08
LICKING CREEK,PA,39.97,-78.08
SALUVIA,PA,39.97,-78.08
HUSTONTWN,PA,40.03,-78.01
ICKESBURG,PA,40.49,-77.29
IDAVILLE,PA,40.01,-77.2
INTERCOURSE,PA,40.06,-76.14
JACKSON,PA,41.83,-75.59
JERMYN,PA,41.52,-75.54
MAYFIELD,PA,41.52,-75.54
JERSEY MILLS,PA,41.45,-77.47
OKOME,PA,41.45,-77.47
PINE CREEK,PA,41.45,-77.47
CAMMAL,PA,41.2,-77.26
JERSEY SHORE,PA,41.2,-77.26
ROSS SIDING,PA,41.2,-77.26
CEDAR RUN,PA,41.52,-77.45
LEETONIA,PA,41.52,-77.45
SALLADASBURG,PA,41.2,-77.26
CRAWFORD,PA,41.2,-77.26
LARRYS CREEK,PA,41.2,-77.26
LARRYVILLE,PA,41.2,-77.26
ORIOLE,PA,41.2,-77.26
PIATT,PA,41.2,-77.26
RAMSEY,PA,41.2,-77.26
RAUCHTOWN,PA,41.2,-77.26
TOMB,PA,41.2,-77.26
JESSUP,PA,41.46,-75.55
JIM THORPE,PA,40.87,-75.73
JONESTOWN,PA,40.41,-76.48
BORDNERSVILLE,PA,40.41,-76.48
GREEN POINT,PA,40.41,-76.48
JONESTWN,PA,40.41,-76.48
MCGILLSTOWN,PA,40.41,-76.48
JUNEDALE,PA,40.92,-75.92
KELAYRES,PA,40.9,-76.01
KEMPTON,PA,40.63,-75.87
STONY RUN,PA,40.63,-75.87
ALBANY,PA,40.63,-75.87
ECKVILLE,PA,40.63,-75.87
JACKSONVILLE,PA,40.63,-75.87
LYNN,PA,40.63,-75.87
SLATEVILLE,PA,40.63,-75.87
STEINSVILLE,PA,40.63,-75.87
TREXLER,PA,40.63,-75.87
WANAMAKERS,PA,40.63,-75.87
KINGSLEY,PA,41.76,-75.78
KINZERS,PA,40.01,-76.04
BUYERSTOWN,PA,40.01,-76.04
NEW MILLTOWN,PA,40.01,-76.04
KIRKWOOD,PA,39.82,-76.09
COLERAIN,PA,39.82,-76.09
KLEINFELTERSVILLE,PA,40.31,-76.27
KLEINFELTERSV,PA,40.31,-76.27
KLINGERSTOWN,PA,40.66,-76.62
HEPLER,PA,40.66,-76.62
LINE MOUNTAIN,PA,40.66,-76.62
ROUGH AND READY,PA,40.66,-76.62
UPPER MAHANTONGO,PA,40.66,-76.62
KNOXVILLE,PA,41.95,-77.43
AUSTINBURG,PA,41.95,-77.43
DEERFIELD,PA,41.95,-77.43
KREAMER,PA,40.8,-76.95
KRESGEVILLE,PA,40.89,-75.5
KULPMONT,PA,40.79,-76.47
KUNKLETOWN,PA,40.88,-75.47
KUTZTOWN,PA,40.52,-75.77
GREENWICH,PA,40.52,-75.77
GRIMVILLE,PA,40.52,-75.77
NEW SMITHVILLE,PA,40.52,-75.77
SCHOFER,PA,40.52,-75.77
LACEYVILLE,PA,41.64,-76.16
LACKAWAXEN,PA,41.48,-74.98
LAIRDSVILLE,PA,41.23,-76.61
LAKE ARIEL,PA,41.45,-75.38
COBBS LAKE PRESERVE,PA,41.45,-75.38
COBBS LK PRES,PA,41.45,-75.38
JEFFERSON TOWNSHIP,PA,41.45,-75.38
JEFFERSON TWP,PA,41.45,-75.38
MOUNT COBB,PA,41.45,-75.38
ROARING BK TP,PA,41.45,-75.38
ROARING BROOK TWP,PA,41.45,-75.38
LAKE COMO,PA,41.84,-75.33
LAKE HARMONY,PA,41.05,-75.66
LAKE WINOLA,PA,41.5,-75.85
LAKEWOOD,PA,41.85,-75.38
LAMPETER,PA,40.01,-76.24
LANCASTER,PA,40.01,-76.16
JAY ADVERTISING,PA,40.01,-76.16
NEFFSVILLE,PA,40.04,-76.3
EDEN,PA,40.04,-76.3
FRUITVILLE,PA,40.04,-76.3
OYSTER POINT,PA,40.04,-76.3
ROSEVILLE,PA,40.04,-76.3
FERTILITY,PA,40.04,-76.3
LYNDON,PA,40.04,-76.3
MEADIA HEIGHTS,PA,40.04,-76.3
WILLOW VIEW HEIGHTS,PA,40.04,-76.3
ZOOKS CORNER,PA,40.04,-76.3
ROHRERSTOWN,PA,40.04,-76.3
LEAF PARK,PA,40.04,-76.3
MANOR RIDGE,PA,40.04,-76.3
NEW DANVILLE,PA,40.04,-76.3
ROHERSTOWN,PA,40.04,-76.3
WEST LANCASTER,PA,40.04,-76.3
E LANCASTER,PA,40.04,-76.3
EAST LANCASTER,PA,40.04,-76.3
QVC NETWORK INC,PA,40.04,-76.31
LANDINGVILLE,PA,40.62,-76.12
LANDISBURG,PA,40.34,-77.3
ALINDA,PA,40.34,-77.3
LANDISBG,PA,40.34,-77.3
LEBO,PA,40.34,-77.3
LANDISVILLE,PA,40.09,-76.41
SALUNGA,PA,40.09,-76.41
BAMFORD,PA,40.09,-76.41
LANESBORO,PA,41.96,-75.58
LANSFORD,PA,40.83,-75.88
LA PLUME,PA,41.55,-75.75
LAPORTE,PA,41.41,-76.49
LATTIMER MINES,PA,40.95,-76
LATTIMER MNES,PA,40.95,-76
LAURELTON,PA,40.94,-77.2
LAURYS STATION,PA,40.72,-75.53
LAURYS STA,PA,40.72,-75.53
LAVELLE,PA,40.76,-76.39
LAWN,PA,40.22,-76.55
LAWRENCEVILLE,PA,41.99,-77.12
E LAWRENCEVLE,PA,41.99,-77.12
SOMERS LANE,PA,41.99,-77.12
LAWTON,PA,41.78,-76.06
RUSHVILLE,PA,41.78,-76.06
LEBANON,PA,40.34,-76.42
CLEONA,PA,40.34,-76.42
COLEBROOK,PA,40.34,-76.42
CORNWALL BORO,PA,40.34,-76.42
CORNWALL BOROUGH,PA,40.34,-76.42
AVON,PA,40.34,-76.42
AVON HEIGHTS,PA,40.34,-76.42
BEVERLY HTS,PA,40.34,-76.42
BUFFALO SPRS,PA,40.34,-76.42
EBENEZER,PA,40.34,-76.42
FLINTVILLE,PA,40.34,-76.42
FONTANA,PA,40.34,-76.42
HEILMANDALE,PA,40.34,-76.42
IONA,PA,40.34,-76.42
LEB,PA,40.34,-76.42
MOUNT WILSON,PA,40.34,-76.42
N CORNWALL,PA,40.34,-76.42
NORTH LEBANON,PA,40.34,-76.42
ROCHERTY,PA,40.34,-76.42
SWATARA TOWNSHIP,PA,40.34,-76.42
SWATARA TWP,PA,40.34,-76.42
LEESPORT,PA,40.44,-75.96
DAUBERVILLE,PA,40.44,-75.96
FAIRVIEW HEIGHTS,PA,40.44,-75.96
LEHIGHTON,PA,40.83,-75.71
LEHIGHTN BOR0,PA,40.83,-75.71
LEHIGHTON BOROUGH,PA,40.83,-75.71
WEISSPORT,PA,40.83,-75.71
LEHIGH VALLEY,PA,40.66,-75.55
BUSINESS REPLY MAIL,PA,40.66,-75.55
LEMASTERS,PA,39.85,-77.84
LEMOYNE,PA,40.24,-76.89
WORMLEYSBURG,PA,40.24,-76.89
WASHINGTON HT,PA,40.24,-76.89
WORMLEYSBG,PA,40.24,-76.89
LENHARTSVILLE,PA,40.57,-75.89
KRUMSVILLE,PA,40.57,-75.89
LEOLA,PA,40.09,-76.18
BAREVILLE,PA,40.09,-76.18
LEACOCK,PA,40.09,-76.18
OREGON,PA,40.09,-76.18
ROCKRIMMIN RIDGE,PA,40.09,-76.18
LE RAYSVILLE,PA,41.83,-76.18
LERAYSVILLE,PA,41.83,-76.18
LEWISBERRY,PA,40.13,-76.86
ALPINE,PA,40.13,-76.86
FORTNEY,PA,40.13,-76.86
PINETOWN,PA,40.13,-76.86
SILVER LAKE,PA,40.13,-76.86
LEWISBURG,PA,40.96,-76.89
BROOK PARK,PA,40.96,-76.89
BUFFALO X RDS,PA,40.96,-76.89
COLLEGE PARK,PA,40.96,-76.89
EAST BUFFALO,PA,40.96,-76.89
FAIRVILLE,PA,40.96,-76.89
KELLY,PA,40.96,-76.89
KELLY POINT,PA,40.96,-76.89
KELLY X RDS,PA,40.96,-76.89
LINNTOWN,PA,40.96,-76.89
LOCHIEL,PA,40.96,-76.89
MAZEPPA,PA,40.96,-76.89
WEST ACRES,PA,40.96,-76.89
LEWISTOWN,PA,40.59,-77.57
BRATTON,PA,40.59,-77.57
COLONIAL HILL,PA,40.59,-77.57
HAWSTONE,PA,40.59,-77.57
HORNINGFORD,PA,40.59,-77.57
JUNIATA TERR,PA,40.59,-77.57
KLONDYKE,PA,40.59,-77.57
LEWISTOWN JUN,PA,40.59,-77.57
LEWISTWN,PA,40.59,-77.57
LONGFELLOW,PA,40.59,-77.57
MAITLAND,PA,40.59,-77.57
PAINTERSVILLE,PA,40.59,-77.57
STRODES MILLS,PA,40.59,-77.57
VIRA,PA,40.59,-77.57
LIBERTY,PA,41.55,-77.1
HARTSFIELD,PA,41.55,-77.1
SEBRING,PA,41.55,-77.1
LIMEKILN,PA,40.35,-75.78
LIMEPORT,PA,40.5,-75.44
LINDEN,PA,41.27,-77.15
LEVEL CORNER,PA,41.27,-77.15
PINE RUN,PA,41.27,-77.15
LITITZ,PA,40.15,-76.3
BRUNNERVILLE,PA,40.15,-76.3
BRICKERVILLE,PA,40.15,-76.3
FAIRLAND,PA,40.15,-76.3
HALFVILLE,PA,40.15,-76.3
KISSEL HILL,PA,40.15,-76.3
LEXINGTON,PA,40.15,-76.3
LIME ROCK,PA,40.15,-76.3
MILLWAY,PA,40.15,-76.3
POPLAR GROVE,PA,40.15,-76.3
ROTHSVILLE,PA,40.15,-76.3
SPEEDWELL,PA,40.15,-76.3
LITTLE MEADOWS,PA,41.99,-76.13
LITTLE MDWS,PA,41.99,-76.13
LITTLESTOWN,PA,39.74,-77.08
KINGSDALE,PA,39.74,-77.08
WHITE HALL,PA,39.74,-77.08
LIVERPOOL,PA,40.57,-76.99
MOUNT PATRICK,PA,40.57,-76.99
ORIENTAL,PA,40.57,-76.99
LLEWELLYN,PA,40.66,-76.26
LOCK HAVEN,PA,41.13,-77.45
FARRANDSVILLE,PA,41.13,-77.45
FLEMINGTON,PA,41.13,-77.45
CALDWELL,PA,41.13,-77.45
CRESTMONT,PA,41.13,-77.45
DUNNSTOWN,PA,41.13,-77.45
HANEYVILLE,PA,41.13,-77.45
SAGAMORE HILL,PA,41.13,-77.45
SUNSET PINES,PA,41.13,-77.45
SWISSDALE,PA,41.13,-77.45
LOCUSTDALE,PA,40.77,-76.37
LOCUST GAP,PA,40.79,-76.43
LOGANTON,PA,41.03,-77.3
TYLERSVILLE,PA,41.03,-77.3
BOONEVILLE,PA,41.03,-77.3
EASTVILLE,PA,41.03,-77.3
GREENBURR,PA,41.03,-77.3
LOGAN MILLS,PA,41.03,-77.3
ROSECRANS,PA,41.03,-77.3
LOGANVILLE,PA,39.85,-76.7
LONG POND,PA,41.05,-75.44
LOPEZ,PA,41.45,-76.29
LOST CREEK,PA,40.81,-76.22
RAVEN RUN,PA,40.81,-76.22
LOYSVILLE,PA,40.38,-77.33
ANDERSONBURG,PA,40.38,-77.33
BIXLER,PA,40.38,-77.33
CISNA RUN,PA,40.38,-77.33
COUCHTOWN,PA,40.38,-77.33
FORT ROBINSON,PA,40.38,-77.33
NE MADISON,PA,40.38,-77.33
SW MADISON,PA,40.38,-77.33
LURGAN,PA,40.13,-77.64
LYKENS,PA,40.56,-76.69
ERDMAN,PA,40.56,-76.69
LOYALTON,PA,40.56,-76.69
SPECKTOWN,PA,40.56,-76.69
LYON STATION,PA,40.52,-75.74
MCADOO,PA,40.9,-75.99
MC ALISTERVILLE,PA,40.65,-77.28
MC ALISTERVLE,PA,40.65,-77.28
BUNKERTOWN,PA,40.65,-77.28
